trade_date,sh_index,sh_index_change,total_volume,north_flow,rise_count,fall_count,limit_down_count,margin_balance,margin_balance_change,etf_net_subscription,usd_index,us_bond_yield,sox_index,sox_index_change
2026-07-20,3796.28,0.8500,27021.27,0.00,2489,1959,31,27769.87,-2.8399,22.80,106.8444,3.7452,4865.68,1.6838
